suri_rule_id,suri_rule_classtype,suri_rule_msg,most_likely_technique,second_most_likely_technique,third_most_likely_technique
2008581,policy-violation,ET P2P BitTorrent DHT ping request,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Command and Control'}"
2008585,policy-violation,ET P2P BitTorrent DHT announce_peers request,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Command and Control'}"
2010008,policy-violation,ET P2P Octoshape P2P streaming media,"{'mitre_technique_id': 'T1090', 'mitre_technique_name': 'Connection Proxy', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2008583,policy-violation,ET P2P BitTorrent DHT nodes reply,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Command and Control'}"
2001298,policy-violation,ET P2P eDonkey Server Status Request,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2009966,policy-violation,ET P2P KuGoo P2P Connection,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Command and Control'}"
2010139,policy-violation,ET P2P Vuze BT Connection,"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2010141,policy-violation,ET P2P Vuze BT UDP Connection (2),"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over C2 Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2010142,policy-violation,ET P2P Vuze BT UDP Connection (3),"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over C2 Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2010143,policy-violation,ET P2P Vuze BT UDP Connection (4),"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}"
2030296,social-engineering,ET PHISHING Common Form POST - Yahoo Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2030297,social-engineering,ET PHISHING Common Form POST - Paypal Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Social Engineering'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Social Engineering'}"
2030298,social-engineering,ET PHISHING Common Form POST - Multibrand Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2030299,social-engineering,ET PHISHING Common Form POST - Instagram Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Social Engineering'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2030300,social-engineering,ET PHISHING Common Form POST - SunTrust Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Social Engineering'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Social Engineering'}"
2030301,social-engineering,ET PHISHING Common Form POST - VK Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2030302,social-engineering,ET PHISHING Common Form POST - Possible Generic Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2030303,social-engineering,ET PHISHING Common Form POST - Chase Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Execution'}"
2030304,social-engineering,ET PHISHING Common Form POST - Instagram Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Social Engineering'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2030305,social-engineering,ET PHISHING Common Form POST - Netease Webmail Phishing Landing 2020-06-11,"{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Social Engineering'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1566', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}"
2100288,attempted-admin,GPL POP3 x86 Linux overflow,"{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1078', 'mitre_technique_name': 'Valid Accounts', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}"
2100289,attempted-admin,GPL POP3 x86 SCO overflow,"{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1047', 'mitre_technique_name': 'Windows Management Instrumentation', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2101634,attempted-admin,GPL POP3 POP3 PASS overflow attempt,"{'mitre_technique_id': 'T1110', 'mitre_technique_name': 'Brute Force', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1078', 'mitre_technique_name': 'Valid Accounts', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}"
2101635,attempted-admin,GPL POP3 APOP overflow attempt,"{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1114', 'mitre_technique_name': 'Email Collection', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Collection'}"
2101936,attempted-admin,GPL POP3 AUTH overflow attempt,"{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1101', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Discovery'}"
2101937,attempted-admin,GPL POP3 LIST overflow attempt,"{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}","{'mitre_technique_id': 'T1107', 'mitre_technique_name': 'Video Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}"
2101938,attempted-admin,GPL POP3 XTND overflow attempt,"{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}","{'mitre_technique_id': 'T1107', 'mitre_technique_name': 'Data Encoding', 'mitre_tactic_id': 'TA0012', 'mitre_tactic_name': 'Command and Control'}"
2102110,attempted-admin,GPL POP3 STAT overflow attempt,"{'mitre_technique_id': 'T1091', 'mitre_technique_name': 'Replication Through Removable Media', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}"
2102409,attempted-admin,GPL POP3 APOP USER overflow attempt,"{'mitre_technique_id': 'T1110', 'mitre_technique_name': 'Brute Force', 'mitre_tactic_id': 'TA0008', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1078', 'mitre_technique_name': 'Valid Accounts', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0008', 'mitre_tactic_name': 'Execution'}"
2008794,misc-activity,ET REMOTE_ACCESS TeamViewer Keep-alive outbound,"{'mitre_technique_id': 'T1219', 'mitre_technique_name': 'Remote Access Tools', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2008795,misc-activity,ET REMOTE_ACCESS TeamViewer Keep-alive inbound,"{'mitre_technique_id': 'T1219', 'mitre_technique_name': 'Remote Access Tools', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2027761,misc-activity,ET REMOTE_ACCESS SSL/TLS Certificate Observed (AnyDesk Remote Desktop Software),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1020', 'mitre_technique_name': 'Automated Exfiltration', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2050707,misc-activity,ET REMOTE_ACCESS AnyDesk Revoked Code Signing Certificate Observed,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1553', 'mitre_technique_name': 'Subvert Trust Controls', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Persistence'}","{'mitre_technique_id': 'T1552', 'mitre_technique_name': 'Unsecured Credentials', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Defense Evasion'}"
2027762,policy-violation,ET REMOTE_ACCESS AnyDesk Remote Desktop Software User-Agent,"{'mitre_technique_id': 'T1133', 'mitre_technique_name': 'External Remote Services', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1076', 'mitre_technique_name': 'Remote Desktop Protocol', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2027192,bad-unknown,ET REMOTE_ACCESS Tunneled RDP msts Handshake,"{'mitre_technique_id': 'T1021', 'mitre_technique_name': 'Remote Services', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1076', 'mitre_technique_name': 'Remote Desktop Protocol', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1090', 'mitre_technique_name': 'Connection Proxy', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2027193,bad-unknown,ET REMOTE_ACCESS Tunneled RDP Handshake,"{'mitre_technique_id': 'T1021', 'mitre_technique_name': 'Remote Services', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1076', 'mitre_technique_name': 'Remote Desktop Protocol', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1090', 'mitre_technique_name': 'Connection Proxy', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2027412,bad-unknown,ET REMOTE_ACCESS Inbound RDP Connection with TLS Security Protocol Requested,"{'mitre_technique_id': 'T1020', 'mitre_technique_name': 'Automated Exfiltration', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1076', 'mitre_technique_name': 'Remote Desktop Protocol', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1072', 'mitre_technique_name': 'Software Deployment Tools', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}"
2027413,bad-unknown,ET REMOTE_ACCESS Inbound RDP Connection with Minimal Security Protocol Requested,"{'mitre_technique_id': 'T1020', 'mitre_technique_name': 'Automated Exfiltration', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1076', 'mitre_technique_name': 'Remote Desktop Protocol', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1078', 'mitre_technique_name': 'Valid Accounts', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2048143,misc-activity,ET REMOTE_ACCESS ScreenConnect/ConnectWise Initial Checkin Packet M3,"{'mitre_technique_id': 'T1219', 'mitre_technique_name': 'Remote Access Tools', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036627,misc-activity,ET REMOTE_ACCESS ScreenConnect/ConnectWise Initial Checkin Packet M1,"{'mitre_technique_id': 'T1219', 'mitre_technique_name': 'Remote Access Tools', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036245,trojan-activity,ET RETIRED Matrix Max Stealer Exfiltration Observed,"{'mitre_technique_id': 'T1003', 'mitre_technique_name': 'OS Credential Dumping', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1002', 'mitre_technique_name': 'Data Compressed', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1020', 'mitre_technique_name': 'Automated Exfiltration', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2036246,trojan-activity,ET RETIRED Zingo/GinzoStealer Stealer Exfiltration Observed,"{'mitre_technique_id': 'T1003', 'mitre_technique_name': 'OS Credential Dumping', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1005', 'mitre_technique_name': 'Data from Local System', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2036321,trojan-activity,ET RETIRED 000Stealer Data Exfiltration M2,"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1003', 'mitre_technique_name': 'Credential Dumping', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1005', 'mitre_technique_name': 'Data from Local System', 'mitre_tactic_id': 'TA0008', 'mitre_tactic_name': 'Collection'}"
2036381,bad-unknown,ET RETIRED Possible Bot CnC Checkin (GET),"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2036382,bad-unknown,ET RETIRED Possible Bot CnC Beacon (GET),"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036426,trojan-activity,ET RETIRED Nerbian RAT CnC Checkin,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2036427,trojan-activity,ET RETIRED Nerbian RAT Data Exfiltration,"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1020', 'mitre_technique_name': 'Automated Exfiltration', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1002', 'mitre_technique_name': 'Data Compressed', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2036541,trojan-activity,ET RETIRED Eternity Stealer Screen Capture Activity,"{'mitre_technique_id': 'T1113', 'mitre_technique_name': 'Screen Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}","{'mitre_technique_id': 'T1056', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}","{'mitre_technique_id': 'T1056', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}"
2036542,trojan-activity,ET RETIRED Eternity Stealer Data Exfiltration Activity,"{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1002', 'mitre_technique_name': 'Data Compressed', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Collection'}","{'mitre_technique_id': 'T1005', 'mitre_technique_name': 'Data from Local System', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Credential Access'}"
